test, rrt iteration, number of waypoints, distance to goal
1,746,11,596.24
1,747,11,596.24
1,748,11,596.24
1,749,11,596.24
1,750,11,596.24
1,751,11,596.24
1,752,11,596.24
1,753,11,596.24
1,754,11,596.24
1,755,11,596.24
1,756,11,596.24
1,757,11,596.24
1,758,11,596.24
1,759,11,596.24
1,760,11,596.24
1,761,11,596.24
1,762,11,596.24
1,763,11,596.24
1,764,11,596.24
1,765,11,596.24
1,766,11,596.24
1,767,11,596.24
1,768,11,596.24
1,769,11,596.24
1,770,11,596.24
1,771,11,596.24
1,772,11,596.24
1,773,11,596.24
1,774,11,596.24
1,775,11,596.24
1,776,11,596.24
1,777,11,596.24
1,778,11,596.24
1,779,11,596.24
1,780,11,596.24
1,781,11,596.24
1,782,11,596.24
1,783,11,596.24
1,784,11,596.24
1,785,11,596.24
1,786,11,596.24
1,787,11,596.24
1,788,11,596.24
1,789,11,596.24
1,790,11,596.24
1,791,11,596.24
1,792,11,596.24
1,793,11,596.24
1,794,11,596.24
1,795,11,596.24
1,796,11,596.24
1,797,11,596.24
1,798,11,596.24
1,799,11,596.24
1,800,11,596.24
1,801,11,596.24
1,802,11,596.24
1,803,11,596.24
1,804,11,596.24
1,805,11,596.24
1,806,11,596.24
1,807,11,596.24
1,808,11,596.24
1,809,11,596.24
1,810,11,596.24
1,811,11,596.24
1,812,11,596.24
1,813,11,596.24
1,814,11,596.24
1,815,11,596.24
1,816,11,596.24
1,817,11,596.24
1,818,11,596.24
1,819,11,596.24
1,820,11,596.24
1,821,11,596.24
1,822,11,596.24
1,823,11,596.24
1,824,11,596.24
1,825,11,596.24
1,826,11,596.24
1,827,11,596.24
1,828,11,596.24
1,829,11,596.24
1,830,11,596.24
1,831,11,596.24
1,832,11,596.24
1,833,11,596.24
1,834,11,596.24
1,835,11,596.24
1,836,11,596.24
1,837,11,596.24
1,838,11,596.24
1,839,11,596.24
1,840,11,596.24
1,841,11,596.24
1,842,11,596.24
1,843,11,596.24
1,844,11,596.24
1,845,11,596.24
1,846,11,596.24
1,847,11,596.24
1,848,11,596.24
1,849,11,596.24
1,850,11,596.24
1,851,11,596.24
1,852,11,596.24
1,853,11,596.24
1,854,11,596.21
1,855,11,596.21
1,856,11,596.21
1,857,11,596.21
1,858,11,596.21
1,859,11,596.21
1,860,11,596.21
1,861,11,596.21
1,862,11,596.21
1,863,11,596.21
1,864,11,596.21
1,865,11,596.21
1,866,11,596.21
1,867,11,596.21
